Date,IT Dep.,CostElement,Country,Forecast
01/04/2020,Productivity,Telecomm,USA,"3,484"
01/06/2020,Productivity,Telecomm,USA,"5,356"
01/07/2020,Productivity,Telecomm,USA,"1,363"
01/08/2020,Productivity,Telecomm,USA,"1,363"
01/09/2020,Productivity,Telecomm,USA,"1,363"
01/10/2020,Productivity,Telecomm,USA,"1,363"
01/11/2020,Productivity,Telecomm,USA,"1,363"
01/12/2020,Productivity,Telecomm,USA,"1,363"
01/07/2020,Productivity,Training,Austria,32
01/08/2020,Productivity,Training,Austria,32
01/09/2020,Productivity,Training,Austria,32
01/10/2020,Productivity,Training,Austria,32
01/11/2020,Productivity,Training,Austria,32
01/12/2020,Productivity,Training,Austria,32
01/07/2020,Productivity,Training,Belgium,25
01/08/2020,Productivity,Training,Belgium,25
01/09/2020,Productivity,Training,Belgium,25
01/10/2020,Productivity,Training,Belgium,25
01/11/2020,Productivity,Training,Belgium,25
01/12/2020,Productivity,Training,Belgium,25
01/01/2020,Productivity,Training,France,753
01/03/2020,Productivity,Training,France,780
01/07/2020,Productivity,Training,France,292
01/08/2020,Productivity,Training,France,292
01/09/2020,Productivity,Training,France,292
01/10/2020,Productivity,Training,France,292
01/11/2020,Productivity,Training,France,292
01/12/2020,Productivity,Training,France,292
01/03/2020,Productivity,Training,Germany,409
01/05/2020,Productivity,Training,Germany,"1,328"
01/07/2020,Productivity,Training,Germany,50
01/08/2020,Productivity,Training,Germany,50
01/09/2020,Productivity,Training,Germany,50
01/10/2020,Productivity,Training,Germany,50
01/11/2020,Productivity,Training,Germany,50
01/12/2020,Productivity,Training,Germany,50
01/07/2020,Productivity,Training,Italy,149
01/08/2020,Productivity,Training,Italy,149
01/09/2020,Productivity,Training,Italy,149
01/10/2020,Productivity,Training,Italy,149
01/11/2020,Productivity,Training,Italy,149
01/12/2020,Productivity,Training,Italy,149
01/07/2020,Productivity,Training,Netherlands,160
01/08/2020,Productivity,Training,Netherlands,160
01/09/2020,Productivity,Training,Netherlands,160
01/10/2020,Productivity,Training,Netherlands,160
01/11/2020,Productivity,Training,Netherlands,160
01/12/2020,Productivity,Training,Netherlands,160
01/04/2020,Productivity,Training,Spain,25
01/07/2020,Productivity,Training,Spain,-10
01/08/2020,Productivity,Training,Spain,-10
01/09/2020,Productivity,Training,Spain,-10
01/10/2020,Productivity,Training,Spain,-10
01/11/2020,Productivity,Training,Spain,-10
01/12/2020,Productivity,Training,Spain,-10
01/07/2020,Productivity,Training,Switzerland,142
01/08/2020,Productivity,Training,Switzerland,142
01/09/2020,Productivity,Training,Switzerland,142
01/10/2020,Productivity,Training,Switzerland,142
01/11/2020,Productivity,Training,Switzerland,142
01/12/2020,Productivity,Training,Switzerland,142
01/01/2020,Productivity,Training,United Kingdom,237
01/02/2020,Productivity,Training,United Kingdom,588
01/06/2020,Productivity,Training,United Kingdom,-304
01/07/2020,Productivity,Training,United Kingdom,472
01/08/2020,Productivity,Training,United Kingdom,472
01/09/2020,Productivity,Training,United Kingdom,472
01/10/2020,Productivity,Training,United Kingdom,472
01/11/2020,Productivity,Training,United Kingdom,472
01/12/2020,Productivity,Training,United Kingdom,472
01/01/2020,Productivity,Training,USA,560
01/02/2020,Productivity,Training,USA,560
01/04/2020,Productivity,Training,USA,560
01/06/2020,Productivity,Training,USA,"1,355"
01/01/2020,Productivity,Travel,Austria,37
01/07/2020,Productivity,Travel,Austria,126
01/08/2020,Productivity,Travel,Austria,126
01/09/2020,Productivity,Travel,Austria,126
01/10/2020,Productivity,Travel,Austria,126
01/11/2020,Productivity,Travel,Austria,126
01/12/2020,Productivity,Travel,Austria,126
01/02/2020,Productivity,Travel,Belgium,17
01/03/2020,Productivity,Travel,Belgium,228
01/04/2020,Productivity,Travel,Belgium,17
01/05/2020,Productivity,Travel,Belgium,18
01/06/2020,Productivity,Travel,Belgium,42
01/07/2020,Productivity,Travel,Belgium,264
01/08/2020,Productivity,Travel,Belgium,264
01/09/2020,Productivity,Travel,Belgium,264
01/10/2020,Productivity,Travel,Belgium,264
01/11/2020,Productivity,Travel,Belgium,264
01/12/2020,Productivity,Travel,Belgium,264
01/01/2020,Productivity,Travel,France,314
01/02/2020,Productivity,Travel,France,"1,108"
01/04/2020,Productivity,Travel,France,-11
01/05/2020,Productivity,Travel,France,31
01/07/2020,Productivity,Travel,France,735
01/08/2020,Productivity,Travel,France,735
01/09/2020,Productivity,Travel,France,735
01/10/2020,Productivity,Travel,France,735
01/11/2020,Productivity,Travel,France,735
01/12/2020,Productivity,Travel,France,735
01/01/2020,Productivity,Travel,Germany,180
01/07/2020,Productivity,Travel,Germany,400
01/08/2020,Productivity,Travel,Germany,400
01/09/2020,Productivity,Travel,Germany,400
01/10/2020,Productivity,Travel,Germany,400
01/11/2020,Productivity,Travel,Germany,400
01/12/2020,Productivity,Travel,Germany,400
01/07/2020,Productivity,Travel,Ireland,426
01/08/2020,Productivity,Travel,Ireland,426
01/09/2020,Productivity,Travel,Ireland,426
01/10/2020,Productivity,Travel,Ireland,426
01/11/2020,Productivity,Travel,Ireland,426
01/12/2020,Productivity,Travel,Ireland,426
01/01/2020,Productivity,Travel,Italy,529
01/02/2020,Productivity,Travel,Italy,"2,316"
01/03/2020,Productivity,Travel,Italy,565
01/04/2020,Productivity,Travel,Italy,315
01/05/2020,Productivity,Travel,Italy,262
01/06/2020,Productivity,Travel,Italy,"3,602"
01/07/2020,Productivity,Travel,Italy,944
01/08/2020,Productivity,Travel,Italy,944
01/09/2020,Productivity,Travel,Italy,944
01/10/2020,Productivity,Travel,Italy,944
01/11/2020,Productivity,Travel,Italy,944
01/12/2020,Productivity,Travel,Italy,944
01/03/2020,Productivity,Travel,Netherlands,237
01/07/2020,Productivity,Travel,Netherlands,203
01/08/2020,Productivity,Travel,Netherlands,203
01/09/2020,Productivity,Travel,Netherlands,203
01/10/2020,Productivity,Travel,Netherlands,203
01/11/2020,Productivity,Travel,Netherlands,203
01/12/2020,Productivity,Travel,Netherlands,203
01/01/2020,Productivity,Travel,Spain,15
01/04/2020,Productivity,Travel,Spain,44
01/02/2020,Productivity,Travel,Switzerland,81
01/05/2020,Productivity,Travel,Switzerland,481
01/06/2020,Productivity,Travel,Switzerland,589
01/07/2020,Productivity,Travel,Switzerland,"3,865"
01/08/2020,Productivity,Travel,Switzerland,"3,865"
01/09/2020,Productivity,Travel,Switzerland,"3,865"
01/10/2020,Productivity,Travel,Switzerland,"3,865"
01/11/2020,Productivity,Travel,Switzerland,"3,865"
01/12/2020,Productivity,Travel,Switzerland,"3,865"
01/01/2020,Productivity,Travel,United Kingdom,278
01/02/2020,Productivity,Travel,United Kingdom,713
01/03/2020,Productivity,Travel,United Kingdom,"1,227"
01/04/2020,Productivity,Travel,United Kingdom,"2,401"
01/05/2020,Productivity,Travel,United Kingdom,681
01/06/2020,Productivity,Travel,United Kingdom,"2,359"
01/07/2020,Productivity,Travel,United Kingdom,"2,136"
01/08/2020,Productivity,Travel,United Kingdom,"2,136"
01/09/2020,Productivity,Travel,United Kingdom,"2,136"
01/10/2020,Productivity,Travel,United Kingdom,"2,136"
01/11/2020,Productivity,Travel,United Kingdom,"2,136"
01/12/2020,Productivity,Travel,United Kingdom,"2,136"
01/02/2020,Productivity,Travel,USA,521
01/03/2020,Productivity,Travel,USA,"4,843"
01/04/2020,Productivity,Travel,USA,657
01/05/2020,Productivity,Travel,USA,766
01/06/2020,Productivity,Travel,USA,336
01/09/2020,Productivity,Travel,USA,53
01/12/2020,Productivity,Travel,USA,369
01/01/2020,Productivity,Vehicles,Belgium,390
01/02/2020,Productivity,Vehicles,Belgium,941
01/03/2020,Productivity,Vehicles,Belgium,347
01/04/2020,Productivity,Vehicles,Belgium,355
01/05/2020,Productivity,Vehicles,Belgium,780
01/06/2020,Productivity,Vehicles,Belgium,679
01/07/2020,Productivity,Vehicles,France,101
01/08/2020,Productivity,Vehicles,France,101
01/09/2020,Productivity,Vehicles,France,101
01/10/2020,Productivity,Vehicles,France,101
01/11/2020,Productivity,Vehicles,France,101
01/12/2020,Productivity,Vehicles,France,101
01/01/2020,Productivity,Vehicles,Spain,74
01/02/2020,Productivity,Vehicles,Spain,76
01/03/2020,Productivity,Vehicles,Spain,76
01/05/2020,Productivity,Vehicles,Spain,82
01/06/2020,Productivity,Vehicles,Spain,79
01/01/2020,Productivity,Vehicles,United Kingdom,273
01/02/2020,Productivity,Vehicles,United Kingdom,330
01/03/2020,Productivity,Vehicles,United Kingdom,272
01/04/2020,Productivity,Vehicles,United Kingdom,468
01/05/2020,Productivity,Vehicles,United Kingdom,467
01/06/2020,Productivity,Vehicles,United Kingdom,824
01/07/2020,Productivity,Vehicles,United Kingdom,63
01/08/2020,Productivity,Vehicles,United Kingdom,63
01/09/2020,Productivity,Vehicles,United Kingdom,63
01/10/2020,Productivity,Vehicles,United Kingdom,63
01/11/2020,Productivity,Vehicles,United Kingdom,63
01/12/2020,Productivity,Vehicles,United Kingdom,63
01/01/2020,Productivity,Vehicles,USA,4
01/02/2020,Productivity,Vehicles,USA,4
01/03/2020,Productivity,Vehicles,USA,14
01/04/2020,Productivity,Vehicles,USA,4
01/05/2020,Productivity,Vehicles,USA,4
01/01/2020,Quality & Compliance,Employee Performance,USA,10
01/03/2020,Quality & Compliance,Employee Performance,USA,86
01/04/2020,Quality & Compliance,Employee Performance,USA,16
01/05/2020,Quality & Compliance,Employee Performance,USA,27
01/06/2020,Quality & Compliance,Employee Performance,USA,1
01/07/2020,Quality & Compliance,Employee Performance,USA,328
01/08/2020,Quality & Compliance,Employee Performance,USA,328
01/09/2020,Quality & Compliance,Employee Performance,USA,328
01/10/2020,Quality & Compliance,Employee Performance,USA,328
01/11/2020,Quality & Compliance,Employee Performance,USA,328
01/12/2020,Quality & Compliance,Employee Performance,USA,328
01/01/2020,Quality & Compliance,External Labor,USA,"1,792"
01/02/2020,Quality & Compliance,External Labor,USA,"101,825"
01/03/2020,Quality & Compliance,External Labor,USA,"196,805"
01/04/2020,Quality & Compliance,External Labor,USA,"14,132"
01/05/2020,Quality & Compliance,External Labor,USA,"102,220"
01/06/2020,Quality & Compliance,External Labor,USA,"134,741"
01/07/2020,Quality & Compliance,External Labor,USA,"125,206"
01/08/2020,Quality & Compliance,External Labor,USA,"124,456"
01/09/2020,Quality & Compliance,External Labor,USA,"124,456"
01/10/2020,Quality & Compliance,External Labor,USA,"118,506"
01/11/2020,Quality & Compliance,External Labor,USA,"118,506"
01/12/2020,Quality & Compliance,External Labor,USA,"118,508"
01/01/2020,Quality & Compliance,Hardware,USA,56
01/03/2020,Quality & Compliance,Hardware,USA,943
01/04/2020,Quality & Compliance,Hardware,USA,169
01/05/2020,Quality & Compliance,Hardware,USA,656
01/07/2020,Quality & Compliance,Hardware,USA,125
01/08/2020,Quality & Compliance,Hardware,USA,125
01/09/2020,Quality & Compliance,Hardware,USA,125
01/10/2020,Quality & Compliance,Hardware,USA,125
01/11/2020,Quality & Compliance,Hardware,USA,125
01/12/2020,Quality & Compliance,Hardware,USA,125
01/02/2020,Quality & Compliance,Hardware Maintenance,USA,11
01/07/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/08/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/09/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/10/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/11/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/12/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/01/2020,Quality & Compliance,Internal Labor,USA,"125,063"
01/02/2020,Quality & Compliance,Internal Labor,USA,"121,760"
01/03/2020,Quality & Compliance,Internal Labor,USA,"129,281"
01/04/2020,Quality & Compliance,Internal Labor,USA,"124,830"
01/05/2020,Quality & Compliance,Internal Labor,USA,"119,901"
01/06/2020,Quality & Compliance,Internal Labor,USA,"120,208"
01/07/2020,Quality & Compliance,Internal Labor,USA,"125,025"
01/08/2020,Quality & Compliance,Internal Labor,USA,"125,025"
01/09/2020,Quality & Compliance,Internal Labor,USA,"125,025"
01/10/2020,Quality & Compliance,Internal Labor,USA,"128,882"
01/11/2020,Quality & Compliance,Internal Labor,USA,"127,887"
01/12/2020,Quality & Compliance,Internal Labor,USA,"127,377"
01/01/2020,Quality & Compliance,Other,USA,15
01/02/2020,Quality & Compliance,Other,USA,194
01/03/2020,Quality & Compliance,Other,USA,211
01/04/2020,Quality & Compliance,Other,USA,41
01/05/2020,Quality & Compliance,Other,USA,28
01/06/2020,Quality & Compliance,Other,USA,47
01/07/2020,Quality & Compliance,Other,USA,82
01/08/2020,Quality & Compliance,Other,USA,82
01/09/2020,Quality & Compliance,Other,USA,162
01/10/2020,Quality & Compliance,Other,USA,82
01/11/2020,Quality & Compliance,Other,USA,82
01/12/2020,Quality & Compliance,Other,USA,162
01/07/2020,Quality & Compliance,Recognition,USA,88
01/08/2020,Quality & Compliance,Recognition,USA,88
01/09/2020,Quality & Compliance,Recognition,USA,88
01/10/2020,Quality & Compliance,Recognition,USA,88
01/11/2020,Quality & Compliance,Recognition,USA,88
01/12/2020,Quality & Compliance,Recognition,USA,88
01/03/2020,Quality & Compliance,Software,USA,113
01/05/2020,Quality & Compliance,Software,USA,43
01/06/2020,Quality & Compliance,Software,USA,20
01/07/2020,Quality & Compliance,Software,USA,175
01/08/2020,Quality & Compliance,Software,USA,175
01/09/2020,Quality & Compliance,Software,USA,175
01/10/2020,Quality & Compliance,Software,USA,175
01/11/2020,Quality & Compliance,Software,USA,175
01/12/2020,Quality & Compliance,Software,USA,175
01/04/2020,Quality & Compliance,Software Maintenance,USA,"2,425"
01/06/2020,Quality & Compliance,Software Maintenance,USA,"-2,425"
01/07/2020,Quality & Compliance,Software Maintenance,USA,40
01/08/2020,Quality & Compliance,Software Maintenance,USA,40
01/09/2020,Quality & Compliance,Software Maintenance,USA,40
01/10/2020,Quality & Compliance,Software Maintenance,USA,40
01/11/2020,Quality & Compliance,Software Maintenance,USA,40
01/12/2020,Quality & Compliance,Software Maintenance,USA,40
01/01/2020,Quality & Compliance,Supplies,USA,172
01/02/2020,Quality & Compliance,Supplies,USA,33
01/03/2020,Quality & Compliance,Supplies,USA,74
01/04/2020,Quality & Compliance,Supplies,USA,689
01/05/2020,Quality & Compliance,Supplies,USA,54
01/06/2020,Quality & Compliance,Supplies,USA,219
01/07/2020,Quality & Compliance,Supplies,USA,525
01/08/2020,Quality & Compliance,Supplies,USA,525
01/09/2020,Quality & Compliance,Supplies,USA,525
01/10/2020,Quality & Compliance,Supplies,USA,525
01/11/2020,Quality & Compliance,Supplies,USA,525
01/12/2020,Quality & Compliance,Supplies,USA,525
01/01/2020,Quality & Compliance,Taxes,USA,6
01/02/2020,Quality & Compliance,Taxes,USA,5
01/03/2020,Quality & Compliance,Taxes,USA,5
01/04/2020,Quality & Compliance,Taxes,USA,5
01/05/2020,Quality & Compliance,Taxes,USA,5
01/06/2020,Quality & Compliance,Taxes,USA,5
01/07/2020,Quality & Compliance,Taxes,USA,5
01/08/2020,Quality & Compliance,Taxes,USA,5
01/09/2020,Quality & Compliance,Taxes,USA,5
01/10/2020,Quality & Compliance,Taxes,USA,5
01/11/2020,Quality & Compliance,Taxes,USA,5
01/12/2020,Quality & Compliance,Taxes,USA,5
01/02/2020,Quality & Compliance,Telecomm,USA,801
01/03/2020,Quality & Compliance,Telecomm,USA,795
01/04/2020,Quality & Compliance,Telecomm,USA,285
01/06/2020,Quality & Compliance,Telecomm,USA,868
01/07/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/08/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/09/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/10/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/11/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/12/2020,Quality & Compliance,Telecomm,USA,"2,623"
01/02/2020,Quality & Compliance,Training,USA,254
01/03/2020,Quality & Compliance,Training,USA,310
01/04/2020,Quality & Compliance,Training,USA,465
01/06/2020,Quality & Compliance,Training,USA,"2,920"
01/07/2020,Quality & Compliance,Training,USA,"1,171"
01/08/2020,Quality & Compliance,Training,USA,"1,171"
01/09/2020,Quality & Compliance,Training,USA,"1,171"
01/10/2020,Quality & Compliance,Training,USA,"1,171"
01/11/2020,Quality & Compliance,Training,USA,"1,171"
01/12/2020,Quality & Compliance,Training,USA,"1,171"
01/01/2020,Quality & Compliance,Travel,USA,260
01/02/2020,Quality & Compliance,Travel,USA,646
01/03/2020,Quality & Compliance,Travel,USA,"1,792"
01/04/2020,Quality & Compliance,Travel,USA,189
01/05/2020,Quality & Compliance,Travel,USA,477
01/06/2020,Quality & Compliance,Travel,USA,"3,826"
01/07/2020,Quality & Compliance,Travel,USA,933
01/08/2020,Quality & Compliance,Travel,USA,"3,033"
01/09/2020,Quality & Compliance,Travel,USA,"3,033"
01/10/2020,Quality & Compliance,Travel,USA,933
01/11/2020,Quality & Compliance,Travel,USA,"3,033"
01/12/2020,Quality & Compliance,Travel,USA,933
01/07/2020,R&D,Administrative,USA,"-150,000"
01/08/2020,R&D,Administrative,USA,"-150,000"
01/09/2020,R&D,Administrative,USA,"-150,000"
01/01/2020,R&D,Amortization,USA,31
01/06/2020,R&D,CAPEX,United Kingdom,22
01/01/2020,R&D,Depreciation,Spain,564
01/02/2020,R&D,Depreciation,Spain,582
01/03/2020,R&D,Depreciation,Spain,584
01/04/2020,R&D,Depreciation,Spain,599
01/05/2020,R&D,Depreciation,Spain,629
01/06/2020,R&D,Depreciation,Spain,606
01/07/2020,R&D,Depreciation,Spain,731
01/08/2020,R&D,Depreciation,Spain,731
01/09/2020,R&D,Depreciation,Spain,731
01/10/2020,R&D,Depreciation,Spain,513
01/11/2020,R&D,Depreciation,Spain,513
01/12/2020,R&D,Depreciation,Spain,513
01/01/2020,R&D,Depreciation,United Kingdom,"1,817"
01/02/2020,R&D,Depreciation,United Kingdom,"1,877"
01/03/2020,R&D,Depreciation,United Kingdom,"1,900"
01/04/2020,R&D,Depreciation,United Kingdom,"1,891"
01/05/2020,R&D,Depreciation,United Kingdom,"1,968"
01/06/2020,R&D,Depreciation,United Kingdom,"1,939"
01/01/2020,R&D,Depreciation,USA,196
01/01/2020,R&D,Employee Performance,USA,8
01/02/2020,R&D,Employee Performance,USA,48
01/03/2020,R&D,Employee Performance,USA,46
01/04/2020,R&D,Employee Performance,USA,90
01/05/2020,R&D,Employee Performance,USA,829
01/06/2020,R&D,Employee Performance,USA,230
01/08/2020,R&D,External Labor,China,"6,000"
01/09/2020,R&D,External Labor,China,"8,550"
